date,question,ville,type,spécialité,résultat
2025-02-10 14:50:59,Est-ce que la CLINIQUE DU PARC LYON est un bon hôpital ?,confusion,Privé,aucune correspondance,"Voici les 0 meilleurs hôpitaux au classement général dans un rayon de 200km autour de confusion:<br>
"
2025-02-10 14:53:41,Est-ce que la CLINIQUE DU PARC LYON est un bon hôpital ?,confusion,Privé,aucune correspondance,"Voici les 0 meilleurs hôpitaux au classement général dans un rayon de 200km autour de confusion:<br>
"
2025-02-10 14:53:41,Est-ce que la CLINIQUE DU PARC LYON est un bon hôpital ?,confusion,Privé,aucune correspondance,"Voici les 0 meilleurs hôpitaux au classement général dans un rayon de 200km autour de confusion:<br>
"
2025-02-11 13:29:40,Conseille moi un hôpital à Marseille,Marseille,aucune correspondance,aucune correspondance,"Voici les 3 meilleurs hôpitaux au palmarès général dans un rayon de 50km autour de Marseille:
Hôpital privé de Provence, Aix-en-Provence (13):Un hôpital de type Privé situé à 26 km. Il possède une note de 124.0<br>
Hôpital de la Timone (adultes), Marseille (13):Un hôpital de type Public situé à 0 km. Il possède une note de 113.0<br>
Hôpital Saint-Joseph, Marseille (13):Un hôpital de type Public situé à 0 km. Il possède une note de 108.0"
2025-02-11 13:29:56,Je chercher un service de pneumologie à Paris,Paris,aucune correspondance,Pneumologie,"Voici les 3 meilleurs hôpitaux pour la spécialité: Pneumologie dans un rayon de 50km autour de Paris:
Hôpital Bichat, Paris (75):Un hôpital de type Public situé à 2 km. Il possède une note de 18.7<br>
Hôpital Cochin, Paris (75):Un hôpital de type Public situé à 2 km. Il possède une note de 18.47<br>
Hôpital privé d’Antony, Antony (92):Un hôpital de type Privé situé à 11 km. Il possède une note de 18.42"
2025-02-11 13:30:06,Où faire soigner mon glaucome à proximité de Valmont ?,confusion,aucune correspondance,Glaucome,"Voici les 0 meilleurs hôpitaux pour la spécialité Glaucome dans un rayon de 200km autour de confusion:<br>
"
2025-02-11 13:30:06,Où faire soigner mon glaucome à proximité de Valmont ?,confusion,aucune correspondance,Glaucome,"Voici les 0 meilleurs hôpitaux pour la spécialité Glaucome dans un rayon de 200km autour de confusion:<br>
"
2025-02-11 13:44:56,Conseille moi un hôpital à Marseille,Marseille,aucune correspondance,aucune correspondance,"Voici les 3 meilleurs hôpitaux au palmarès général dans un rayon de 50km autour de Marseille:
Hôpital privé de Provence, Aix-en-Provence (13):Un hôpital de type Privé situé à 26 km. Il possède une note de 124.0<br>
Hôpital de la Timone (adultes), Marseille (13):Un hôpital de type Public situé à 0 km. Il possède une note de 113.0<br>
Hôpital Saint-Joseph, Marseille (13):Un hôpital de type Public situé à 0 km. Il possède une note de 108.0"
2025-02-11 13:45:13,Je chercher un service de pneumologie à Paris,Paris,aucune correspondance,Pneumologie,"Voici les 3 meilleurs hôpitaux pour la spécialité: Pneumologie dans un rayon de 50km autour de Paris:
Hôpital Bichat, Paris (75):Un hôpital de type Public situé à 2 km. Il possède une note de 18.7<br>
Hôpital Cochin, Paris (75):Un hôpital de type Public situé à 2 km. Il possède une note de 18.47<br>
Hôpital privé d’Antony, Antony (92):Un hôpital de type Privé situé à 11 km. Il possède une note de 18.42"
2025-02-11 13:45:21,Où faire soigner mon glaucome à proximité de Valmont ?,confusion,aucune correspondance,Glaucome,"Voici les 0 meilleurs hôpitaux pour la spécialité Glaucome dans un rayon de 200km autour de confusion:<br>
"
2025-02-11 13:45:21,Où faire soigner mon glaucome à proximité de Valmont ?,confusion,aucune correspondance,Glaucome,"Voici les 0 meilleurs hôpitaux pour la spécialité Glaucome dans un rayon de 200km autour de confusion:<br>
"
2025-02-11 13:51:26,Conseille moi un hôpital à Marseille,Marseille,aucune correspondance,aucune correspondance,"Voici les 3 meilleurs établissements au palmarès général dans un rayon de 50km autour de Marseille:
Hôpital privé de Provence, Aix-en-Provence (13):Un hôpital Privé situé à 26 km. Il possède une note de 124.0<br>
Hôpital de la Timone (adultes), Marseille (13):Un hôpital Public situé à 0 km. Il possède une note de 113.0<br>
Hôpital Saint-Joseph, Marseille (13):Un hôpital Public situé à 0 km. Il possède une note de 108.0"
2025-02-11 13:51:42,Je chercher un service de pneumologie à Paris,Paris,aucune correspondance,Pneumologie,"Voici les 3 meilleurs établissements pour la spécialité: Pneumologie dans un rayon de 50km autour de Paris:
Hôpital Bichat, Paris (75):Un hôpital Public situé à 2 km. Il possède une note de 18.7<br>
Hôpital Cochin, Paris (75):Un hôpital Public situé à 2 km. Il possède une note de 18.47<br>
Hôpital privé d’Antony, Antony (92):Un hôpital Privé situé à 11 km. Il possède une note de 18.42"
2025-02-11 13:51:52,Où faire soigner mon glaucome à proximité de Valmont ?,confusion,aucune correspondance,Glaucome,"Voici les 0 meilleurs établissements pour la spécialité Glaucome dans un rayon de 200km autour de confusion:<br>
"
2025-02-11 13:51:52,Où faire soigner mon glaucome à proximité de Valmont ?,confusion,aucune correspondance,Glaucome,"Voici les 0 meilleurs établissements pour la spécialité Glaucome dans un rayon de 200km autour de confusion:<br>
"
2025-02-11 13:58:21,Conseille moi un hôpital à Marseille,Marseille,aucune correspondance,aucune correspondance,"Voici les 3 meilleurs établissements au palmarès général dans un rayon de 50km autour de Marseille:
Hôpital privé de Provence, Aix-en-Provence (13):Un établissement Privé situé à 26 km. Il possède une note de 124.0<br>
Hôpital de la Timone (adultes), Marseille (13):Un établissement Public situé à 0 km. Il possède une note de 113.0<br>
Hôpital Saint-Joseph, Marseille (13):Un établissement Public situé à 0 km. Il possède une note de 108.0"
2025-02-11 13:58:37,Je chercher un service de pneumologie à Paris,Paris,aucune correspondance,Pneumologie,"Voici les 3 meilleurs établissements pour la spécialité: Pneumologie dans un rayon de 50km autour de Paris:
Hôpital Bichat, Paris (75):Un établissement Public situé à 2 km. Il possède une note de 18.7<br>
Hôpital Cochin, Paris (75):Un établissement Public situé à 2 km. Il possède une note de 18.47<br>
Hôpital privé d’Antony, Antony (92):Un établissement Privé situé à 11 km. Il possède une note de 18.42"
2025-02-11 13:58:47,Où faire soigner mon glaucome à proximité de Valmont ?,confusion,aucune correspondance,Glaucome,"Voici les 0 meilleurs établissements pour la spécialité Glaucome dans un rayon de 200km autour de confusion:<br>
"
2025-02-11 13:58:47,Où faire soigner mon glaucome à proximité de Valmont ?,confusion,aucune correspondance,Glaucome,"Voici les 0 meilleurs établissements pour la spécialité Glaucome dans un rayon de 200km autour de confusion:<br>
"
2025-02-11 14:10:04,je veux accoucher à Paris,Paris,aucune correspondance,Accouchements normaux,"Voici les 3 meilleurs établissements pour la spécialité: Accouchements normaux dans un rayon de 50km autour de Paris:
Hôpital Paris Saint-Joseph, Paris (75):Un établissement Public situé à 2 km. Il possède une note de 18.7<br>
CH, Versailles (78):Un établissement Public situé à 15 km. Il possède une note de 18.31<br>
Hôpital privé d’Antony, Antony (92):Un établissement Public situé à 11 km. Il possède une note de 18.18"
2025-02-11 15:01:49,Y a-t-il des hôpitaux publics avec un service de proctologie dans la région Nantaise ?,Nantes,Public,Proctologie,"Voici les 3 meilleurs établissements pour la spécialité: Proctologie dans un rayon de 100km autour de Nantes:
CH, La Roche-sur-Yon (85):Un établissement Public situé à 61 km. Il possède une note de 18.69<br>
CHU - Hôtel-Dieu - Hôpital mère-enfants, Nantes (44):Un établissement Public situé à 0 km. Il possède une note de 18.11<br>
Clinique mutualiste de l’Estuaire, Saint-Nazaire (44):Un établissement Public situé à 50 km. Il possède une note de 17.87"
2025-02-11 15:01:49,Y a-t-il des hôpitaux publics avec un service de proctologie dans la région Nantaise ?,Nantes,Public,Proctologie,"Voici les 3 meilleurs établissements pour la spécialité: Proctologie dans un rayon de 100km autour de Nantes:
CH, La Roche-sur-Yon (85):Un établissement Public situé à 61 km. Il possède une note de 18.69<br>
CHU - Hôtel-Dieu - Hôpital mère-enfants, Nantes (44):Un établissement Public situé à 0 km. Il possède une note de 18.11<br>
Clinique mutualiste de l’Estuaire, Saint-Nazaire (44):Un établissement Public situé à 50 km. Il possède une note de 17.87"
2025-02-11 15:11:05,Y a-t-il des hôpitaux publics avec un service de proctologie dans la région Nantaise ?,Nantes,Public,Proctologie,"Voici les 3 meilleurs établissements pour la spécialité: Proctologie dans un rayon de 100km autour de Nantes:
CH, La Roche-sur-Yon (85):Un établissement Public situé à 61 km. Il possède une note de 18.69<br>
CHU - Hôtel-Dieu - Hôpital mère-enfants, Nantes (44):Un établissement Public situé à 0 km. Il possède une note de 18.11<br>
Clinique mutualiste de l’Estuaire, Saint-Nazaire (44):Un établissement Public situé à 50 km. Il possède une note de 17.87"
2025-02-11 15:11:05,Y a-t-il des hôpitaux publics avec un service de proctologie dans la région Nantaise ?,Nantes,Public,Proctologie,"Voici les 3 meilleurs établissements pour la spécialité: Proctologie dans un rayon de 100km autour de Nantes:
CH, La Roche-sur-Yon (85):Un établissement Public situé à 61 km. Il possède une note de 18.69<br>
CHU - Hôtel-Dieu - Hôpital mère-enfants, Nantes (44):Un établissement Public situé à 0 km. Il possède une note de 18.11<br>
Clinique mutualiste de l’Estuaire, Saint-Nazaire (44):Un établissement Public situé à 50 km. Il possède une note de 17.87"
2025-02-11 15:14:35,J'ai une gastro-entérite et je suis très inquiet. Où puis-je aller à Lille pour me faire soigner ?,Lille,aucune correspondance,aucune correspondance,"Voici les 3 meilleurs établissements au palmarès général dans un rayon de 50km autour de Lille:
CHU, Lille (59):Un établissement Public situé à 0 km. Il possède une note de 370.0<br>
CH, Valenciennes (59):Un établissement Public situé à 45 km. Il possède une note de 119.0<br>
Hôpital privé Le Bois, Lille (59):Un établissement Privé situé à 0 km. Il possède une note de 61.0"
2025-02-11 15:16:23,Je veux faire corriger mon strabisme dans un hôpital madrilène,Madrid,Public,Strabisme,"Voici les 0 meilleurs établissements pour la spécialité Strabisme dans un rayon de 200km autour de Madrid:<br>
"
2025-02-11 15:16:23,Je veux faire corriger mon strabisme dans un hôpital madrilène,Madrid,Public,Strabisme,"Voici les 0 meilleurs établissements pour la spécialité Strabisme dans un rayon de 200km autour de Madrid:<br>
"
2025-02-11 15:20:51,Est-ce que l'hôpital de Saint-Avold est capable de traiter mes problèmes d'endométriose ?,Saint-Avold,Public,Endométriose,"Voici les 0 meilleurs établissements pour la spécialité Endométriose dans un rayon de 200km autour de Saint-Avold:<br>
"
2025-02-11 15:20:51,Est-ce que l'hôpital de Saint-Avold est capable de traiter mes problèmes d'endométriose ?,Saint-Avold,Public,Endométriose,"Voici les 0 meilleurs établissements pour la spécialité Endométriose dans un rayon de 200km autour de Saint-Avold:<br>
"
2025-02-11 15:32:39,Je veux faire corriger mon strabisme dans un hôpital madrilène,confusion,Public,Strabisme,"Voici les 0 meilleurs établissements pour la spécialité Strabisme dans un rayon de 200km autour de confusion:<br>
"
2025-02-11 15:32:39,Je veux faire corriger mon strabisme dans un hôpital madrilène,confusion,Public,Strabisme,"Voici les 0 meilleurs établissements pour la spécialité Strabisme dans un rayon de 200km autour de confusion:<br>
"
2025-02-13 10:45:24,Je veux faire corriger mon strabisme à Lyon,Lyon,aucune correspondance,Strabisme,"Voici les 3 meilleurs établissements pour la pathologie: Strabisme dans un rayon de 200km autour de Lyon:
Clinique de la Part-Dieu, Lyon (69):Un établissement Privé situé à 0 km. avec une note de 18.11<br>
CHU - Gabriel-Montpied, Clermont-Ferrand (63):Un établissement Public situé à 136 km. avec une note de 18.03<br>
CHU, Besançon (25):Un établissement Public situé à 188 km. avec une note de 17.13"
2025-02-13 10:45:24,Je veux faire corriger mon strabisme à Lyon,Lyon,aucune correspondance,Strabisme,"Voici les 3 meilleurs établissements pour la pathologie: Strabisme dans un rayon de 200km autour de Lyon:
Clinique de la Part-Dieu, Lyon (69):Un établissement Privé situé à 0 km. avec une note de 18.11<br>
CHU - Gabriel-Montpied, Clermont-Ferrand (63):Un établissement Public situé à 136 km. avec une note de 18.03<br>
CHU, Besançon (25):Un établissement Public situé à 188 km. avec une note de 17.13"
2025-02-13 10:45:50,Conseille moi un hôpital à Marseille,Marseille,aucune correspondance,aucune correspondance,"Voici les 3 meilleurs établissements du palmarès général dans un rayon de 50km autour de Marseille:
Hôpital privé de Provence, Aix-en-Provence (13):Un établissement Privé situé à 26 km. avec une note de 124.0<br>
Hôpital de la Timone (adultes), Marseille (13):Un établissement Public situé à 0 km. avec une note de 113.0<br>
Hôpital Saint-Joseph, Marseille (13):Un établissement Public situé à 0 km. avec une note de 108.0"
2025-02-13 10:46:09,Je chercher un service de pneumologie à Paris,Paris,aucune correspondance,Pneumologie,"Voici les 3 meilleurs établissements pour la pathologie: Pneumologie dans un rayon de 50km autour de Paris:
Hôpital Bichat, Paris (75):Un établissement Public situé à 0 km. avec une note de 18.7<br>
Hôpital Cochin, Paris (75):Un établissement Public situé à 0 km. avec une note de 18.47<br>
Hôpital privé d’Antony, Antony (92):Un établissement Privé situé à 11 km. avec une note de 18.42"
2025-02-13 10:54:11,Je veux faire corriger mon strabisme à Lyon,Lyon,aucune correspondance,Strabisme,"Voici les 3 meilleurs établissements pour la pathologie: Strabisme dans un rayon de 200km autour de Lyon:
Clinique de la Part-Dieu, Lyon (69):Un établissement Privé situé à 0 km. avec une note de 18.11<br>
CHU - Gabriel-Montpied, Clermont-Ferrand (63):Un établissement Public situé à 136 km. avec une note de 18.03<br>
CHU, Besançon (25):Un établissement Public situé à 188 km. avec une note de 17.13"
2025-02-13 10:54:11,Je veux faire corriger mon strabisme à Lyon,Lyon,aucune correspondance,Strabisme,"Voici les 3 meilleurs établissements pour la pathologie: Strabisme dans un rayon de 200km autour de Lyon:
Clinique de la Part-Dieu, Lyon (69):Un établissement Privé situé à 0 km. avec une note de 18.11<br>
CHU - Gabriel-Montpied, Clermont-Ferrand (63):Un établissement Public situé à 136 km. avec une note de 18.03<br>
CHU, Besançon (25):Un établissement Public situé à 188 km. avec une note de 17.13"
2025-02-13 10:56:11,Conseille moi un hôpital à Marseille,Marseille,aucune correspondance,aucune correspondance,"Voici les 3 meilleurs établissements du palmarès général dans un rayon de 50km autour de Marseille:
Hôpital privé de Provence, Aix-en-Provence (13):Un établissement Privé situé à 26 km. avec une note de 124.0<br>
Hôpital de la Timone (adultes), Marseille (13):Un établissement Public situé à 0 km. avec une note de 113.0<br>
Hôpital Saint-Joseph, Marseille (13):Un établissement Public situé à 0 km. avec une note de 108.0"
2025-02-13 10:56:30,Je chercher un service de pneumologie à Paris,Paris,aucune correspondance,Pneumologie,"Voici les 3 meilleurs établissements pour la pathologie: Pneumologie dans un rayon de 50km autour de Paris:
Hôpital Bichat, Paris (75):Un établissement Public situé à 2 km. avec une note de 18.7<br>
Hôpital Cochin, Paris (75):Un établissement Public situé à 2 km. avec une note de 18.47<br>
Hôpital privé d’Antony, Antony (92):Un établissement Privé situé à 11 km. avec une note de 18.42"
2025-02-13 10:56:40,Où faire soigner mon glaucome à proximité de Valmont ?,Valmont,aucune correspondance,Glaucome,"Voici les 3 meilleurs établissements pour la pathologie: Glaucome dans un rayon de 200km autour de Valmont:
CH national d’ophtalmologie des Quinze-Vingts, Paris (75):Un établissement Public situé à 166 km. avec une note de 19.0<br>
Hôpital Paris Saint-Joseph, Paris (75):Un établissement Public situé à 166 km. avec une note de 18.96<br>
Fondation Rothschild, Paris (75):Un établissement Public situé à 166 km. avec une note de 18.92"
2025-02-13 10:56:40,Où faire soigner mon glaucome à proximité de Valmont ?,Valmont,aucune correspondance,Glaucome,"Voici les 3 meilleurs établissements pour la pathologie: Glaucome dans un rayon de 200km autour de Valmont:
CH national d’ophtalmologie des Quinze-Vingts, Paris (75):Un établissement Public situé à 166 km. avec une note de 19.0<br>
Hôpital Paris Saint-Joseph, Paris (75):Un établissement Public situé à 166 km. avec une note de 18.96<br>
Fondation Rothschild, Paris (75):Un établissement Public situé à 166 km. avec une note de 18.92"
2025-02-13 11:05:12,Je veux faire corriger mon strabisme à Lyon,Lyon,aucune correspondance,Strabisme,"Voici les 3 meilleurs établissements pour la pathologie: Strabisme dans un rayon de 200km autour de Lyon:
Clinique de la Part-Dieu, Lyon (69):Un établissement Privé situé à 0 km. avec une note de 18.11<br>
CHU - Gabriel-Montpied, Clermont-Ferrand (63):Un établissement Public situé à 136 km. avec une note de 18.03<br>
CHU, Besançon (25):Un établissement Public situé à 188 km. avec une note de 17.13"
2025-02-13 11:05:12,Je veux faire corriger mon strabisme à Lyon,Lyon,aucune correspondance,Strabisme,"Voici les 3 meilleurs établissements pour la pathologie: Strabisme dans un rayon de 200km autour de Lyon:
Clinique de la Part-Dieu, Lyon (69):Un établissement Privé situé à 0 km. avec une note de 18.11<br>
CHU - Gabriel-Montpied, Clermont-Ferrand (63):Un établissement Public situé à 136 km. avec une note de 18.03<br>
CHU, Besançon (25):Un établissement Public situé à 188 km. avec une note de 17.13"
2025-02-13 11:05:41,Conseille moi un hôpital à Marseille,Marseille,aucune correspondance,aucune correspondance,"Voici les 3 meilleurs établissements du palmarès général dans un rayon de 50km autour de Marseille:
Hôpital privé de Provence, Aix-en-Provence (13):Un établissement Privé situé à 26 km. avec une note de 124.0<br>
Hôpital de la Timone (adultes), Marseille (13):Un établissement Public situé à 0 km. avec une note de 113.0<br>
Hôpital Saint-Joseph, Marseille (13):Un établissement Public situé à 0 km. avec une note de 108.0"
2025-02-13 11:06:00,Je chercher un service de pneumologie à Paris,Paris,aucune correspondance,Pneumologie,"Voici les 3 meilleurs établissements pour la pathologie: Pneumologie dans un rayon de 50km autour de Paris:
Hôpital Bichat, Paris (75):Un établissement Public situé à 2 km. avec une note de 18.7<br>
Hôpital Cochin, Paris (75):Un établissement Public situé à 2 km. avec une note de 18.47<br>
Hôpital privé d’Antony, Antony (92):Un établissement Privé situé à 11 km. avec une note de 18.42"
2025-02-13 11:06:11,Où faire soigner mon glaucome à proximité de Valmont ?,confusion,aucune correspondance,Glaucome,"Voici les 0 meilleurs établissements pour la pathologie Glaucome dans un rayon de 200km autour de confusion:<br>
"
2025-02-13 11:06:11,Où faire soigner mon glaucome à proximité de Valmont ?,confusion,aucune correspondance,Glaucome,"Voici les 0 meilleurs établissements pour la pathologie Glaucome dans un rayon de 200km autour de confusion:<br>
"
2025-02-13 11:29:58,Y a-t-il des hôpitaux publics avec un service de proctologie dans la région Nantaise ?,Nantes,Public,Proctologie,"Voici les 3 meilleurs établissements pour la pathologie: Proctologie dans un rayon de 100km autour de Nantes:
CH, La Roche-sur-Yon (85):Un établissement Public situé à 61 km. avec une note de 18.69<br>
CHU - Hôtel-Dieu - Hôpital mère-enfants, Nantes (44):Un établissement Public situé à 0 km. avec une note de 18.11<br>
Clinique mutualiste de l’Estuaire, Saint-Nazaire (44):Un établissement Public situé à 50 km. avec une note de 17.87"
2025-02-13 11:29:58,Y a-t-il des hôpitaux publics avec un service de proctologie dans la région Nantaise ?,Nantes,Public,Proctologie,"Voici les 3 meilleurs établissements pour la pathologie: Proctologie dans un rayon de 100km autour de Nantes:
CH, La Roche-sur-Yon (85):Un établissement Public situé à 61 km. avec une note de 18.69<br>
CHU - Hôtel-Dieu - Hôpital mère-enfants, Nantes (44):Un établissement Public situé à 0 km. avec une note de 18.11<br>
Clinique mutualiste de l’Estuaire, Saint-Nazaire (44):Un établissement Public situé à 50 km. avec une note de 17.87"
2025-02-13 11:32:32,J'ai une gastro-entérite et je suis très inquiet. Où puis-je aller à Lille pour me faire soigner ?,Lille,aucune correspondance,aucune correspondance,"Voici les 3 meilleurs établissements du palmarès général dans un rayon de 50km autour de Lille:
CHU, Lille (59):Un établissement Public situé à 0 km. avec une note de 370.0<br>
CH, Valenciennes (59):Un établissement Public situé à 45 km. avec une note de 119.0<br>
Hôpital privé Le Bois, Lille (59):Un établissement Privé situé à 0 km. avec une note de 61.0"
2025-02-13 11:32:50,Je veux faire corriger mon strabisme dans un hôpital madrilène,ville étrangère,Public,Strabisme,"Voici les 3 meilleurs établissements pour la pathologie: Strabisme dans un rayon de 200km autour de ville étrangère:
Hôpital Nord, Marseille (13):Un établissement Public situé à 50 km. avec une note de 18.1<br>
Hôpital Saint-Joseph, Marseille (13):Un établissement Public situé à 50 km. avec une note de 16.77<br>
CHU - Hôpital Gui-de-Chauliac, Montpellier (34):Un établissement Public situé à 175 km. avec une note de 16.17"
2025-02-13 11:32:50,Je veux faire corriger mon strabisme dans un hôpital madrilène,ville étrangère,Public,Strabisme,"Voici les 3 meilleurs établissements pour la pathologie: Strabisme dans un rayon de 200km autour de ville étrangère:
Hôpital Nord, Marseille (13):Un établissement Public situé à 50 km. avec une note de 18.1<br>
Hôpital Saint-Joseph, Marseille (13):Un établissement Public situé à 50 km. avec une note de 16.77<br>
CHU - Hôpital Gui-de-Chauliac, Montpellier (34):Un établissement Public situé à 175 km. avec une note de 16.17"
2025-02-13 11:33:11,Est-ce que l'hôpital de Saint-Avold est capable de traiter mes problèmes d'endométriose ?,Saint-Avold,Public,Endométriose,"Voici les 0 meilleurs établissements pour la pathologie Endométriose dans un rayon de 200km autour de Saint-Avold:<br>
"
2025-02-13 11:33:11,Est-ce que l'hôpital de Saint-Avold est capable de traiter mes problèmes d'endométriose ?,Saint-Avold,Public,Endométriose,"Voici les 0 meilleurs établissements pour la pathologie Endométriose dans un rayon de 200km autour de Saint-Avold:<br>
"
2025-02-13 11:43:39,Est-ce que l'hôpital de Saint-Avold est capable de traiter mes problèmes d'endométriose ?,Saint-Avold,Public,Endométriose,"Voici les 0 meilleurs établissements pour la pathologie Endométriose dans un rayon de 200km autour de Saint-Avold:<br>
"
2025-02-13 11:43:39,Est-ce que l'hôpital de Saint-Avold est capable de traiter mes problèmes d'endométriose ?,Saint-Avold,Public,Endométriose,"Voici les 0 meilleurs établissements pour la pathologie Endométriose dans un rayon de 200km autour de Saint-Avold:<br>
"
2025-02-13 11:44:28,Est-ce que l'hôpital de Saint-Avold est capable de traiter mes problèmes d'endométriose ?,Saint-Avold,Public,Endométriose,"Voici les 0 meilleurs établissements pour la pathologie Endométriose dans un rayon de 200km autour de Saint-Avold:<br>
"
2025-02-13 11:44:28,Est-ce que l'hôpital de Saint-Avold est capable de traiter mes problèmes d'endométriose ?,Saint-Avold,Public,Endométriose,"Voici les 0 meilleurs établissements pour la pathologie Endométriose dans un rayon de 200km autour de Saint-Avold:<br>
"
2025-02-13 11:44:57,Conseille moi un hôpital à Marseille,Marseille,aucune correspondance,aucune correspondance,"Voici les 3 meilleurs établissements du palmarès général dans un rayon de 50km autour de Marseille:
Hôpital privé de Provence, Aix-en-Provence (13):Un établissement Privé situé à 26 km. avec une note de 124.0<br>
Hôpital de la Timone (adultes), Marseille (13):Un établissement Public situé à 0 km. avec une note de 113.0<br>
Hôpital Saint-Joseph, Marseille (13):Un établissement Public situé à 0 km. avec une note de 108.0"
2025-02-13 11:45:14,Je chercher un service de pneumologie à Paris,Paris,aucune correspondance,Pneumologie,"Voici les 3 meilleurs établissements pour la pathologie: Pneumologie dans un rayon de 50km autour de Paris:
Hôpital Bichat, Paris (75):Un établissement Public situé à 2 km. avec une note de 18.7<br>
Hôpital Cochin, Paris (75):Un établissement Public situé à 2 km. avec une note de 18.47<br>
Hôpital privé d’Antony, Antony (92):Un établissement Privé situé à 11 km. avec une note de 18.42"
2025-02-13 11:45:25,Où faire soigner mon glaucome à proximité de Valmont ?,Valmont,aucune correspondance,Glaucome,"Voici les 3 meilleurs établissements pour la pathologie: Glaucome dans un rayon de 200km autour de Valmont:
CH national d’ophtalmologie des Quinze-Vingts, Paris (75):Un établissement Public situé à 166 km. avec une note de 19.0<br>
Hôpital Paris Saint-Joseph, Paris (75):Un établissement Public situé à 166 km. avec une note de 18.96<br>
Fondation Rothschild, Paris (75):Un établissement Public situé à 166 km. avec une note de 18.92"
2025-02-13 11:45:25,Où faire soigner mon glaucome à proximité de Valmont ?,Valmont,aucune correspondance,Glaucome,"Voici les 3 meilleurs établissements pour la pathologie: Glaucome dans un rayon de 200km autour de Valmont:
CH national d’ophtalmologie des Quinze-Vingts, Paris (75):Un établissement Public situé à 166 km. avec une note de 19.0<br>
Hôpital Paris Saint-Joseph, Paris (75):Un établissement Public situé à 166 km. avec une note de 18.96<br>
Fondation Rothschild, Paris (75):Un établissement Public situé à 166 km. avec une note de 18.92"
2025-02-13 13:36:25,Est-ce que l'hôpital de Saint-Avold est capable de traiter mes problèmes d'endométriose ?,Saint-Avold,Public,Endométriose,"Voici les 0 meilleurs établissements pour la pathologie Endométriose dans un rayon de 200km autour de Saint-Avold:<br>
"
2025-02-13 13:36:25,Est-ce que l'hôpital de Saint-Avold est capable de traiter mes problèmes d'endométriose ?,Saint-Avold,Public,Endométriose,"Voici les 0 meilleurs établissements pour la pathologie Endométriose dans un rayon de 200km autour de Saint-Avold:<br>
"
2025-02-13 13:59:02,Est-ce que l'hôpital de Saint-Avold est capable de traiter mes problèmes d'endométriose ?,Saint-Avold,Public,Endométriose,"Voici les 0 meilleurs établissements pour la pathologie Endométriose dans un rayon de 200km autour de Saint-Avold:<br>
"
2025-02-13 13:59:02,Est-ce que l'hôpital de Saint-Avold est capable de traiter mes problèmes d'endométriose ?,Saint-Avold,Public,Endométriose,"Voici les 0 meilleurs établissements pour la pathologie Endométriose dans un rayon de 200km autour de Saint-Avold:<br>
"
2025-02-13 15:37:12,Est-ce que l'hôpital de Saint-Avold est capable de traiter mes problèmes d'endométriose ?,Saint-Avold,Public,Endométriose,"Voici les 0 meilleurs établissements pour la pathologie Endométriose dans un rayon de 200km autour de Saint-Avold:<br>
"
2025-02-13 15:37:12,Est-ce que l'hôpital de Saint-Avold est capable de traiter mes problèmes d'endométriose ?,Saint-Avold,Public,Endométriose,"Voici les 0 meilleurs établissements pour la pathologie Endométriose dans un rayon de 200km autour de Saint-Avold:<br>
"
2025-02-13 15:45:07,Est-ce que l'hôpital de Saint-Avold est capable de traiter mes problèmes d'endométriose ?,Saint-Avold,Public,Endométriose,"Voici les 0 meilleurs établissements pour la pathologie Endométriose dans un rayon de 200km autour de Saint-Avold:<br>
"
2025-02-13 15:45:07,Est-ce que l'hôpital de Saint-Avold est capable de traiter mes problèmes d'endométriose ?,Saint-Avold,Public,Endométriose,"Voici les 0 meilleurs établissements pour la pathologie Endométriose dans un rayon de 200km autour de Saint-Avold:<br>
"
2025-02-13 15:51:11,Je veux soigner mon cancer de la Thyroide à Paris,Paris,aucune correspondance,Cancer de la thyroïde,"Voici les 3 meilleurs établissements pour la pathologie: Cancer de la thyroïde dans un rayon de 50km autour de Paris:
Hôpital de la Pitié-Salpêtrière, Paris (75):Un établissement Public situé à 0 km. avec une note de 18.87<br>
Clinique Turin, Paris (75):Un établissement Privé situé à 0 km. avec une note de 18.81<br>
Gustave-Roussy (CLCC), Villejuif (94):Un établissement Public situé à 6 km. avec une note de 18.43"
2025-02-13 15:54:14,Je veux soigner mon cancer de la Thyroide à Paris,Paris,aucune correspondance,Cancer de la thyroïde,"Voici les 3 meilleurs établissements pour la pathologie: Cancer de la thyroïde dans un rayon de 50km autour de Paris:
Hôpital de la Pitié-Salpêtrière, Paris (75):Un établissement Public situé à 0 km. avec une note de 18.87<br>
Clinique Turin, Paris (75):Un établissement Privé situé à 0 km. avec une note de 18.81<br>
Gustave-Roussy (CLCC), Villejuif (94):Un établissement Public situé à 6 km. avec une note de 18.43"
2025-02-13 16:04:34,Je veux accoucher à Paris,Paris,aucune correspondance,Accouchements normaux,"Voici les 3 meilleurs établissements pour la pathologie: Accouchements normaux dans un rayon de 50km autour de Paris:
Hôpital Paris Saint-Joseph, Paris (75):Un établissement Public situé à 0 km. avec une note de 18.7<br>
CH, Versailles (78):Un établissement Public situé à 17 km. avec une note de 18.31<br>
Hôpital privé d’Antony, Antony (92):Un établissement Public situé à 11 km. avec une note de 18.18"
